"Id","Date","After","Before","Ancient","Modern","Material","Object Type","Inscription Type","Execution Type","Language","Museum","Status","Trismegistos","EDR","PHI","EDCS"
"ISic020235","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020236","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020237","500—480 BCE","-0500","-0480","Segesta","","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020238","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020239","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020240","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020241","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020242","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020243","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020244","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020245","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020246","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020247","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020248","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020249","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020250","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020251","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020252","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020253","500—480 BCE","-0500","-0480","Segesta","","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020254","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020255","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020256","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020257","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020258","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020259","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020260","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020261","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020262","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020263","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020264","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020265","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020266","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020267","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020268","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020269","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020270","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020271","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020272","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020273","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020274","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020275","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020276","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020277","500—480 BCE","-0500","-0480","Segesta","","ceramic","krater","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020278","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020279","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020280","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020281","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020282","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020283","500—480 BCE","-0500","-0480","","","ceramic","small cup","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020284","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020285","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020286","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020287","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020288","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020289","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020290","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020291","4th century BCE","-0400","-0300","Segesta","","ceramic","pitcher of local manufacture","unknown Falsum","scratched","Ancient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020292","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020293","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos
                                        kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020294","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos
                                        kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020295","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020296","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020297","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020298","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020299","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020300","500—480 BCE","-0500","-0480","Segesta","","ceramic","lamp","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020301","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020302","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020303","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020304","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020305","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020306","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020307","500—480 BCE","-0500","-0480","Segesta","","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020308","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020309","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020310","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos
                                        kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020311","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020312","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020313","500—480 BCE","-0500","-0480","Segesta","","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020314","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020315","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020316","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020317","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020318","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","dedication","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020319","500—480 BCE","-0500","-0480","","","ceramic","kylix","dedication","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020320","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020321","500—480 BCE","-0500","-0480","Segesta","","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020322","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020323","500—480 BCE","-0500","-0480","Segesta","","ceramic","cup","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020324","500—480 BCE","-0500","-0480","Segesta","","ceramic","cup","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020325","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020326","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020327","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020328","500—480 BCE","-0500","-0480","Segesta","","ceramic","vase of local manufacture","unknown","","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020329","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020330","500—480 BCE","-0500","-0480","Segesta","","ceramic","plate","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020331","500—480 BCE","-0500","-0480","Segesta","","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020332","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020333","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix (?)","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020334","500—480 BCE","-0500","-0480","Segesta","","ceramic","ostrakon","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020335","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020336","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020337","500—480 BCE","-0500","-0480","Segesta","","ceramic","cup","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020338","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020339","500—480 BCE","-0500","-0480","Segesta","","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020340","500—480 BCE","-0500","-0480","Segesta","","ceramic","cup","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020341","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020342","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020343","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020344","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020345","500—480 BCE","-0500","-0480","Segesta","","ceramic","cup","unknown","scratched","Ancient GreekElymian","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020346","500—480 BCE","-0500","-0480","Segesta","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020347","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","Ancient GreekElymian","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020348","500—480 BCE","-0500","-0480","Segesta","","ceramic","cup (?)","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020349","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020350","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020351","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020352","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020353","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020354","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020355","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020356","500—480 BCE","-0500","-0480","Segesta","","ceramic","cup","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020357","500—480 BCE","-0500","-0480","Segesta","","ceramic","bowl","unknown","scratched","Ancient GreekElymian","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020358","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020359","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020360","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020361","500—480 BCE","-0500","-0480","Segesta","","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020362","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020362","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020363","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020364","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020365","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020366","500—480 BCE","-0500","-0480","Segesta","","ceramic","cup","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020367","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020368","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020369","500—480 BCE","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020370","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020371","500—480 BCE","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","Ancient GreekElymian","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020372","Middle of the 5th century BCE (Agostiniani 2020)","-0570","-0540","Segesta","Segesta","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020373","500—480 BCE (Biondi 1992)","-0500","-0480","Segesta","","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020374","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020375","525—480 BCE (D'Andria 1997)","-0525","-0480","Segesta","","ceramic","oil lamp (?)","unknown","scratched","Ancient GreekElymian","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020376","500—400 BCE","-0500","-0400","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020377","500—400 BCE","-0500","-0400","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020378","500—400 BCE","-0500","-0400","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020379","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020380","500—480 BCE (Biondi 1992)","-0500","-0480","Segesta","","ceramic","kylix (?)","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020381","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020382","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020383","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020384","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020385","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020386","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","vessel ostrakon","regulatory (?)","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020387","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","lekythos","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020388","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020389","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020390","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","ostrakon","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020391","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020392","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020393","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020394","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
